matrix,scope,feature,week4_group,bucket,candidate,n_series,n_rows,n_models,mean_rel_naive,mean_mase,mean_mae,mean_pocid,rank_rel_naive
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,mlforecast | without_mstl,333,1360,4,1.1234367104684053,1.1632491361884814,684.0423166059719,0.5885110294117647,7.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,High,neuralforecast | with_mstl,333,1020,3,1.1286139347033572,1.0820474340209607,726.4071018913642,0.6628676470588235,8.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,transformer | with_mstl,332,686,2,1.0411236281720955,0.8886280034433292,443.1929699921495,0.597667638483965,1.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,transformer | without_mstl,332,686,2,1.2115562538490874,1.1301925552571543,495.1181296026212,0.581268221574344,2.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,neuralforecast | without_mstl,332,1029,3,1.2226015795001093,1.1159475621814747,496.9323640719229,0.5523566569484937,3.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,statistical | without_mstl,332,1029,3,1.2448816047025062,1.0685386445362735,477.8531680927895,0.5012147716229349,4.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,neuralforecast | with_mstl,332,1029,3,1.2462044247183357,0.9875443130209425,475.3491601885443,0.607871720116618,5.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,mlforecast | with_mstl,332,1372,4,1.3126238693914811,1.0973193452608394,457.03687334297086,0.6020408163265306,6.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,statistical | with_mstl,332,1029,3,1.379002110176775,1.1225236480485448,496.8357583593554,0.6163751214771623,7.0
family_decomposition_all_models,feature_bucket_by_seasonality,spectral_entropy,combined_quarterly,Low,mlforecast | without_mstl,332,1372,4,1.6013966143917202,1.3770143761138685,519.2212930004397,0.5434584548104956,8.0
